origin,des,type,size,flow,extra,dis
node_20_B,node_24_A,Normal,24,1,1,3
node_04_A,node_21_B,Normal,3139,1,0,2
node_08_C,node_02_C,Normal,1745,1,0,4
node_02_C,node_19_B,Normal,354,1,1,4
node_20_B,node_16_A,Normal,3505,1,0,3
node_08_A,node_02_A,Normal,1215,1,0,1
node_21_C,node_22_A,Normal,647,1,0,3
node_09_A,node_04_A,Normal,5063,1,0,1
node_27_A,node_15_C,Normal,2052,1,0,2
node_14_A,node_23_B,Normal,726,1,1,2
node_17_C,node_02_B,Normal,349,1,0,4
node_10_B,node_16_A,Normal,269,1,0,3
node_02_C,node_27_A,Normal,11055,1,0,3
node_25_A,node_14_C,Normal,51,1,0,2
node_10_A,node_15_B,Normal,134,1,0,2
node_09_A,node_21_A,Normal,732,1,0,1
node_11_B,node_05_B,Normal,1212,1,0,4
node_19_A,node_25_A,Normal,11,1,1,1
node_08_A,node_01_B,Normal,1177,1,0,2
node_27_C,node_04_A,Normal,27101,1,0,3
node_15_C,node_24_B,Normal,6,1,1,4
node_13_C,node_06_C,Normal,10,1,1,4
node_23_C,node_14_B,Normal,4627,1,0,4
node_01_A,node_17_C,Normal,452,1,0,2
node_14_A,node_22_C,Normal,996,1,0,2
node_09_C,node_12_A,Normal,778,1,0,3
node_22_B,node_27_C,Normal,1457,1,0,4
node_26_A,node_24_A,Normal,1,1,1,1
node_08_B,node_16_A,Normal,4422,1,0,3
node_12_B,node_02_A,Normal,652,1,0,3
node_17_A,node_12_A,Normal,98,1,0,1
node_06_A,node_17_A,Normal,45,1,1,1
node_12_A,node_22_A,Normal,3363,1,0,1
node_16_A,node_15_B,Normal,254,1,0,2
node_15_A,node_23_A,Normal,797,1,0,1
node_21_A,node_10_B,Normal,75,1,0,2
node_16_B,node_15_A,Normal,101,1,1,3
node_20_B,node_13_B,Normal,2321,1,0,4
node_18_C,node_20_B,Normal,44,1,0,4
node_16_C,node_25_A,Normal,7,1,1,3
node_12_A,node_21_C,Normal,515,1,0,2
node_08_A,node_18_C,Normal,211,1,1,2
node_22_B,node_09_C,Normal,374,1,0,4
node_26_A,node_02_B,Normal,1132,1,0,2
node_07_C,node_11_B,Normal,219,1,0,4
node_06_A,node_19_B,Normal,7,1,1,2
node_11_A,node_24_A,Normal,46,1,1,1
node_23_A,node_22_C,Normal,2163,1,0,2
node_12_C,node_04_A,Normal,3329,1,0,3
node_06_B,node_01_C,Normal,386,1,0,4
node_03_A,node_05_B,Normal,101,1,0,2
node_24_B,node_27_B,Normal,4,1,0,4
node_21_B,node_09_A,Normal,179,1,0,3
node_23_A,node_20_A,Normal,1347,1,0,1
node_27_B,node_24_A,Normal,232,1,1,3
node_03_B,node_27_A,Normal,603,1,0,3
node_15_B,node_14_C,Normal,587,1,0,4
node_09_A,node_18_A,Normal,614,1,0,1
node_25_B,node_23_A,Normal,1631,1,0,3
node_16_A,node_02_B,Normal,762,1,0,2
node_10_B,node_17_C,Normal,170,1,0,4
node_09_B,node_14_A,Normal,1866,1,0,3
node_18_A,node_02_B,Normal,171,1,0,2
node_07_C,node_04_B,Normal,8553,1,0,4
node_08_A,node_13_A,Normal,1190,1,0,1
node_27_A,node_24_B,Normal,31,1,1,2
node_20_B,node_27_B,Normal,20435,1,0,4
node_23_B,node_01_B,Normal,277,1,0,4
node_18_C,node_27_B,Normal,332,1,0,4
node_25_B,node_02_B,Normal,155,1,0,4
node_19_B,node_27_B,Normal,165,1,0,4
node_20_C,node_25_B,Normal,135,1,1,4
node_27_C,node_01_A,Normal,8505,1,0,3
node_09_C,node_24_C,Normal,1,1,1,4
node_03_A,node_07_C,Normal,106,1,0,2
node_19_A,node_10_A,Normal,17,1,0,1
node_17_B,node_09_B,Normal,327,1,0,4
node_15_B,node_04_C,Normal,1016,1,0,4
node_03_B,node_22_B,Normal,113,1,0,4
node_16_C,node_04_B,Normal,3180,1,0,4
node_11_C,node_26_A,Normal,668,1,0,3
node_17_A,node_09_A,Normal,117,1,0,1
node_11_A,node_22_A,Normal,3346,1,0,1
node_25_B,node_04_A,Normal,697,1,0,3
node_26_A,node_16_C,Normal,105,1,0,2
node_20_B,node_02_A,Normal,4081,1,0,3
node_06_A,node_14_C,Normal,289,1,0,2
node_26_B,node_23_A,Normal,1395,1,0,3
node_26_A,node_15_C,Normal,141,1,0,2
node_10_B,node_27_A,Normal,590,1,0,3
node_08_B,node_17_B,Normal,2853,1,0,4
node_18_A,node_12_C,Normal,75,1,0,2
node_07_C,node_19_B,Normal,1,1,1,4
node_25_B,node_09_A,Normal,233,1,0,3
node_11_A,node_24_C,Normal,13,1,1,2
node_13_A,node_09_B,Normal,721,1,0,2
node_22_A,node_14_C,Normal,984,1,0,2
node_01_A,node_25_C,Normal,127,1,0,2
node_13_B,node_16_B,Normal,325,1,0,4
node_16_A,node_14_A,Normal,544,1,0,1
node_16_B,node_25_B,Normal,64,1,1,4
node_21_A,node_22_B,Normal,146,1,0,2
node_09_C,node_22_A,Normal,1720,1,0,3
node_18_A,node_03_A,Normal,202,1,0,1
node_15_A,node_20_B,Normal,734,1,0,2
node_08_B,node_12_B,Normal,4072,1,0,4
node_14_C,node_08_C,Normal,2016,1,0,4
node_20_A,node_13_B,Normal,686,1,0,2
node_27_A,node_07_C,Normal,2201,1,0,2
node_27_B,node_08_B,Normal,31363,1,0,4
node_10_B,node_09_B,Normal,333,1,0,4
node_18_C,node_11_C,Normal,25,1,0,4
node_21_A,node_01_B,Normal,176,1,0,2
node_18_A,node_03_C,Normal,120,1,0,2
node_10_B,node_12_B,Normal,173,1,0,4
node_27_B,node_14_C,Normal,27993,1,0,4
node_22_A,node_02_C,Normal,2180,1,0,2
node_07_C,node_20_C,Normal,304,1,0,4
node_21_A,node_11_C,Normal,164,1,0,2
node_20_B,node_12_B,Normal,4251,1,0,4
node_15_A,node_09_B,Normal,573,1,0,2
node_26_A,node_22_B,Normal,233,1,0,2
node_17_A,node_27_B,Normal,1806,1,0,2
node_17_B,node_27_C,Normal,1193,1,0,4
node_18_B,node_09_C,Normal,25,1,0,4
node_21_B,node_04_A,Normal,1038,1,0,3
node_08_B,node_27_C,Normal,17022,1,0,4
node_12_C,node_09_A,Normal,341,1,0,3
node_22_C,node_05_B,Normal,146,1,0,4
node_20_C,node_22_C,Normal,2041,1,0,4
node_19_B,node_12_B,Normal,17,1,0,4
node_04_C,node_26_C,Normal,2513,1,0,4
node_26_A,node_05_C,Normal,356,1,0,2
node_27_B,node_23_C,Normal,19491,1,0,4
node_25_B,node_12_B,Normal,267,1,0,4
node_25_A,node_08_A,Normal,25,1,1,1
node_20_B,node_11_A,Normal,4066,1,0,3
node_10_A,node_04_A,Normal,1581,1,0,1
node_02_C,node_24_B,Normal,98,1,1,4
node_20_B,node_22_C,Normal,2518,1,0,4
node_16_B,node_17_C,Normal,724,1,0,4
node_18_A,node_01_C,Normal,75,1,0,2
node_12_C,node_02_B,Normal,820,1,0,4
node_22_A,node_26_A,Normal,498,1,0,1
node_25_B,node_05_C,Normal,19,1,1,4
node_22_C,node_27_A,Normal,575,1,0,3
node_15_C,node_27_A,Normal,4663,1,0,3
node_01_B,node_09_C,Normal,1301,1,0,4
node_05_C,node_19_B,Normal,1,1,1,4
node_14_A,node_11_C,Normal,1683,1,0,2
node_01_A,node_12_B,Normal,1340,1,0,2
node_01_B,node_24_B,Normal,14,1,1,4
node_27_C,node_09_A,Normal,8147,1,0,3
node_15_C,node_19_B,Normal,11,1,1,4
node_16_A,node_13_C,Normal,2442,1,0,2
node_02_A,node_10_A,Normal,208,1,0,1
node_03_A,node_06_C,Normal,11,1,1,2
node_06_C,node_04_B,Normal,1190,1,0,4
node_26_A,node_22_A,Normal,698,1,0,1
node_27_B,node_23_B,Normal,7516,1,0,4
node_12_B,node_06_B,Normal,868,1,0,4
node_09_C,node_20_A,Normal,1000,1,0,3
node_10_B,node_04_B,Normal,2321,1,0,4
node_20_A,node_24_B,Normal,1,1,1,2
node_16_B,node_14_B,Normal,3538,1,0,4
node_04_B,node_26_C,Normal,16920,1,0,4
node_09_C,node_08_A,Normal,657,1,0,3
node_09_A,node_24_A,Normal,29,1,1,1
node_11_C,node_09_B,Normal,1482,1,0,4
node_04_C,node_14_B,Normal,13431,1,0,4
node_02_C,node_25_A,Normal,779,1,1,3
node_20_B,node_04_B,Normal,29757,1,0,4
node_14_A,node_24_C,Normal,1,1,1,2
node_10_A,node_17_A,Normal,115,1,1,1
node_01_C,node_23_C,Normal,1862,1,0,4
node_15_C,node_12_A,Normal,1588,1,0,3
node_02_A,node_05_B,Normal,1191,1,0,2
node_19_B,node_04_B,Normal,321,1,0,4
node_05_B,node_14_C,Normal,1482,1,0,4
node_10_C,node_25_A,Normal,1,1,1,3
node_19_B,node_14_C,Normal,18,1,0,4
node_04_A,node_15_C,Normal,5740,1,0,2
node_08_A,node_27_A,Normal,2776,1,0,1
node_14_A,node_03_C,Normal,556,1,0,2
node_07_B,node_12_A,Normal,101,1,0,3
node_25_A,node_06_B,Normal,19,1,1,2
node_15_A,node_05_B,Normal,629,1,0,2
node_09_B,node_20_B,Normal,3579,1,0,4
node_07_C,node_27_C,Normal,1804,1,0,4
node_12_C,node_26_A,Normal,326,1,0,3
node_01_A,node_23_B,Normal,634,1,0,2
node_14_A,node_19_C,Normal,16,1,1,2
node_05_B,node_23_C,Normal,1109,1,0,4
node_23_C,node_05_B,Normal,461,1,0,4
node_08_B,node_25_A,Normal,272,1,1,3
node_03_A,node_16_B,Normal,144,1,0,2
node_05_C,node_11_B,Normal,153,1,0,4
node_27_A,node_03_A,Normal,1566,1,0,1
node_02_A,node_26_A,Normal,427,1,0,1
node_13_B,node_08_C,Normal,222,1,0,4
node_08_C,node_19_C,Normal,43,1,1,4
node_03_A,node_23_A,Normal,1844,1,0,1
node_26_A,node_08_A,Normal,232,1,0,1
node_08_A,node_06_A,Normal,634,1,0,1
node_19_C,node_03_B,Normal,8,1,0,4
node_15_C,node_11_B,Normal,1836,1,0,4
node_08_A,node_09_B,Normal,4451,1,0,2
node_08_A,node_23_A,Normal,2378,1,0,1
node_26_C,node_06_A,Normal,267,1,0,3
node_19_B,node_02_C,Normal,54,1,0,4
node_09_B,node_20_A,Normal,1470,1,0,3
node_12_A,node_13_A,Normal,655,1,0,1
node_05_B,node_22_A,Normal,1054,1,0,3
node_20_C,node_14_C,Normal,5060,1,0,4
node_26_A,node_01_C,Normal,325,1,0,2
node_04_B,node_14_B,Normal,76587,1,0,4
node_08_C,node_04_A,Normal,2603,1,0,3
node_03_B,node_20_C,Normal,237,1,0,4
node_03_B,node_08_C,Normal,160,1,0,4
node_20_A,node_14_B,Normal,5884,1,0,2
node_04_A,node_16_B,Normal,7556,1,0,2
node_16_C,node_02_B,Normal,327,1,0,4
node_01_A,node_25_B,Normal,237,1,0,2
node_07_B,node_23_C,Normal,100,1,0,4
node_06_C,node_27_C,Normal,620,1,0,4
node_23_A,node_26_B,Normal,4139,1,0,2
node_22_B,node_13_A,Normal,324,1,0,3
node_01_A,node_17_A,Normal,200,1,0,1
node_26_B,node_25_C,Normal,1,1,1,4
node_27_C,node_02_C,Normal,25852,1,0,4
node_22_A,node_05_B,Normal,994,1,0,2
node_18_C,node_22_A,Normal,113,1,0,3
node_01_A,node_13_C,Normal,195,1,0,2
node_25_A,node_17_A,Normal,24,1,1,1
node_19_C,node_08_B,Normal,5,1,0,4
node_27_A,node_18_A,Normal,1099,1,0,1
node_09_C,node_04_C,Normal,2063,1,0,4
node_14_A,node_12_B,Normal,2129,1,0,2
node_08_A,node_09_A,Normal,2141,1,0,1
node_16_A,node_04_B,Normal,6197,1,0,2
node_01_A,node_22_A,Normal,1557,1,0,1
node_23_C,node_27_B,Normal,6534,1,0,4
node_09_B,node_12_A,Normal,1359,1,0,3
node_17_A,node_19_B,Normal,8,1,1,2
node_26_B,node_04_A,Normal,1048,1,0,3
node_20_C,node_08_C,Normal,2953,1,0,4
node_03_B,node_08_A,Normal,163,1,0,3
node_07_C,node_23_C,Normal,236,1,0,4
node_22_A,node_20_C,Normal,1484,1,0,2
node_22_A,node_21_A,Normal,2723,1,0,1
node_20_A,node_10_A,Normal,509,1,0,1
node_23_C,node_08_C,Normal,397,1,0,4
node_09_A,node_01_B,Normal,1214,1,0,2
node_04_A,node_14_C,Normal,10702,1,0,2
node_01_C,node_27_C,Normal,12928,1,0,4
node_04_A,node_15_A,Normal,2313,1,0,1
node_14_B,node_18_C,Normal,634,1,1,4
node_25_B,node_09_C,Normal,219,1,0,4
node_04_A,node_06_C,Normal,2439,1,0,2
node_02_C,node_12_B,Normal,7107,1,0,4
node_25_C,node_19_B,Normal,2,1,1,4
node_10_A,node_20_B,Normal,894,1,0,2
node_04_B,node_14_A,Normal,14526,1,0,3
node_10_C,node_22_C,Normal,14,1,1,4
node_05_B,node_04_C,Normal,5228,1,0,4
node_12_A,node_15_A,Normal,442,1,0,1
node_09_B,node_22_B,Normal,1590,1,0,4
node_06_B,node_20_A,Normal,283,1,0,3
node_14_A,node_16_C,Normal,610,1,0,2
node_23_A,node_05_C,Normal,709,1,0,2
node_14_B,node_22_A,Normal,16273,1,0,3
node_23_C,node_20_B,Normal,825,1,0,4
node_07_C,node_20_B,Normal,342,1,0,4
node_08_C,node_27_A,Normal,1493,1,0,3
node_21_C,node_11_C,Normal,350,1,0,4
node_20_B,node_24_B,Normal,14,1,1,4
node_21_A,node_12_C,Normal,100,1,0,2
node_12_C,node_19_C,Normal,6,1,1,4
node_01_A,node_10_B,Normal,354,1,0,2
node_10_C,node_17_B,Normal,164,1,0,4
node_14_A,node_04_B,Normal,14023,1,0,2
node_07_C,node_08_B,Normal,659,1,0,4
node_08_A,node_16_B,Normal,2987,1,0,2
node_16_A,node_18_A,Normal,241,1,0,1
node_15_B,node_02_A,Normal,522,1,0,3
node_08_C,node_05_B,Normal,1270,1,0,4
node_19_A,node_23_A,Normal,1826,1,0,1
node_15_A,node_20_C,Normal,624,1,0,2
node_09_B,node_04_C,Normal,3210,1,0,4
node_17_C,node_19_C,Normal,4,1,1,4
node_02_A,node_20_C,Normal,854,1,0,2
node_17_C,node_08_B,Normal,1658,1,0,4
node_16_B,node_19_A,Normal,52,1,1,3
node_22_A,node_01_C,Normal,792,1,0,2
node_13_A,node_14_B,Normal,1833,1,0,2
node_17_C,node_16_B,Normal,534,1,0,4
node_19_B,node_09_A,Normal,19,1,0,3
node_02_A,node_25_A,Normal,51,1,1,1
node_21_A,node_17_A,Normal,140,1,0,1
node_20_A,node_11_C,Normal,997,1,0,2
node_01_A,node_14_A,Normal,2620,1,0,1
node_23_A,node_17_A,Normal,417,1,1,1
node_02_A,node_21_C,Normal,154,1,1,2
node_01_C,node_08_C,Normal,1071,1,0,4
node_07_C,node_27_B,Normal,1954,1,0,4
node_06_B,node_01_B,Normal,383,1,0,4
node_14_A,node_26_B,Normal,312,1,0,2
node_06_A,node_12_C,Normal,427,1,0,2
node_15_B,node_23_C,Normal,412,1,0,4
node_01_A,node_21_C,Normal,425,1,0,2
node_11_C,node_09_C,Normal,1109,1,0,4
node_19_C,node_11_A,Normal,6,1,0,3
node_13_A,node_26_A,Normal,174,1,0,1
node_02_B,node_11_A,Normal,2271,1,0,3
node_20_A,node_23_A,Normal,2550,1,0,1
node_07_B,node_19_B,Normal,2,1,1,4
node_25_A,node_04_A,Normal,622,1,0,1
node_18_A,node_17_C,Normal,252,1,0,2
node_08_A,node_14_A,Normal,1179,1,0,1
node_21_C,node_12_C,Normal,719,1,0,4
node_06_A,node_19_A,Normal,51,1,1,1
node_25_C,node_15_C,Normal,9,1,1,4
node_11_A,node_03_C,Normal,811,1,0,2
node_06_A,node_08_A,Normal,197,1,0,1
node_11_C,node_06_A,Normal,585,1,0,3
node_07_B,node_27_A,Normal,284,1,0,3
node_25_A,node_13_B,Normal,10,1,1,2
node_21_B,node_11_A,Normal,181,1,0,3
node_15_B,node_08_B,Normal,1224,1,0,4
node_18_A,node_26_A,Normal,79,1,0,1
node_27_C,node_12_C,Normal,9346,1,0,4
node_19_B,node_01_A,Normal,13,1,0,3
node_23_C,node_04_B,Normal,6979,1,0,4
node_25_C,node_20_B,Normal,36,1,0,4
node_20_C,node_25_C,Normal,54,1,1,4
node_09_A,node_02_C,Normal,2585,1,0,2
node_04_C,node_22_A,Normal,3507,1,0,3
node_19_B,node_09_B,Normal,26,1,0,4
node_10_C,node_13_C,Normal,106,1,0,4
node_11_B,node_19_A,Normal,139,1,1,3
node_17_B,node_03_A,Normal,67,1,0,3
node_26_A,node_16_A,Normal,200,1,0,1
node_06_C,node_25_B,Normal,7,1,1,4
node_27_A,node_14_C,Normal,13340,1,0,2
node_10_A,node_11_C,Normal,231,1,0,2
node_11_B,node_24_A,Normal,32,1,1,3
node_14_C,node_24_C,Normal,3,1,1,4
node_12_B,node_19_C,Normal,14,1,1,4
node_04_A,node_01_A,Normal,5966,1,0,1
node_21_B,node_15_C,Normal,62,1,0,4
node_23_C,node_26_A,Normal,398,1,0,3
node_12_B,node_04_B,Normal,18293,1,0,4
node_11_A,node_02_A,Normal,2596,1,0,1
node_25_B,node_20_B,Normal,206,1,0,4
node_09_C,node_11_C,Normal,1116,1,0,4
node_23_B,node_12_B,Normal,244,1,0,4
node_10_B,node_19_B,Normal,10,1,1,4
node_14_A,node_08_A,Normal,904,1,0,1
node_20_A,node_09_C,Normal,2421,1,0,2
node_10_A,node_05_C,Normal,73,1,1,2
node_26_B,node_04_B,Normal,2161,1,0,4
node_19_C,node_27_B,Normal,43,1,0,4
node_06_A,node_07_C,Normal,275,1,0,2
node_23_A,node_05_B,Normal,3080,1,0,2
node_17_A,node_04_B,Normal,1305,1,0,2
node_26_A,node_19_C,Normal,7,1,1,2
node_09_A,node_15_B,Normal,889,1,0,2
node_04_A,node_23_B,Normal,4851,1,0,2
node_10_A,node_22_B,Normal,108,1,0,2
node_25_C,node_02_B,Normal,35,1,0,4
node_11_C,node_24_A,Normal,10,1,1,3
node_16_A,node_11_C,Normal,416,1,0,2
node_26_A,node_12_C,Normal,801,1,0,2
node_12_A,node_07_C,Normal,994,1,0,2
node_05_B,node_11_A,Normal,1528,1,0,3
node_22_A,node_08_A,Normal,628,1,0,1
node_14_C,node_02_A,Normal,2527,1,0,3
node_01_A,node_08_B,Normal,3059,1,0,2
node_07_B,node_22_A,Normal,77,1,0,3
node_19_B,node_22_A,Normal,51,1,0,3
node_27_A,node_23_C,Normal,6672,1,0,2
node_14_C,node_11_C,Normal,1689,1,0,4
node_05_B,node_14_B,Normal,6470,1,0,4
node_22_A,node_09_A,Normal,1536,1,0,1
node_11_A,node_26_B,Normal,578,1,0,2
node_20_B,node_22_A,Normal,4442,1,0,3
node_27_B,node_05_B,Normal,15981,1,0,4
node_25_B,node_27_C,Normal,596,1,0,4
node_05_B,node_25_C,Normal,41,1,1,4
node_08_A,node_06_C,Normal,387,1,0,2
node_06_A,node_09_A,Normal,298,1,0,1
node_15_C,node_08_B,Normal,3637,1,0,4
node_02_A,node_17_A,Normal,111,1,0,1
node_01_B,node_06_B,Normal,1249,1,0,4
node_18_C,node_09_C,Normal,52,1,0,4
node_16_A,node_24_A,Normal,2,1,1,1
node_21_B,node_16_B,Normal,151,1,0,4
node_12_C,node_08_C,Normal,328,1,0,4
node_20_A,node_23_C,Normal,1411,1,0,2
node_18_A,node_21_A,Normal,25,1,0,1
node_08_A,node_23_B,Normal,848,1,0,2
node_22_B,node_06_C,Normal,16,1,1,4
node_10_C,node_18_A,Normal,25,1,1,3
node_08_B,node_11_A,Normal,3684,1,0,3
node_20_A,node_06_B,Normal,820,1,0,2
node_09_C,node_14_B,Normal,6361,1,0,4
node_13_C,node_25_B,Normal,4,1,1,4
node_13_C,node_27_A,Normal,273,1,0,3
node_09_B,node_26_C,Normal,1336,1,0,4
node_08_C,node_01_C,Normal,697,1,0,4
node_12_A,node_24_B,Normal,9,1,1,2
node_20_C,node_16_A,Normal,2436,1,0,3
node_05_C,node_18_B,Normal,3,1,1,4
node_10_C,node_20_C,Normal,224,1,0,4
node_12_A,node_06_C,Normal,383,1,0,2
node_18_A,node_05_C,Normal,51,1,0,2
node_11_A,node_16_C,Normal,676,1,0,2
node_12_A,node_10_A,Normal,457,1,0,1
node_15_B,node_12_A,Normal,614,1,0,3
node_16_A,node_05_C,Normal,147,1,1,2
node_13_A,node_17_C,Normal,481,1,0,2
node_10_B,node_19_A,Normal,3,1,1,3
node_21_B,node_14_C,Normal,139,1,0,4
node_08_C,node_20_C,Normal,1701,1,0,4
node_14_A,node_24_B,Normal,3,1,1,2
node_15_A,node_06_A,Normal,216,1,0,1
node_03_A,node_02_B,Normal,207,1,0,2
node_08_C,node_16_B,Normal,828,1,0,4
node_23_B,node_11_C,Normal,255,1,0,4
node_22_B,node_02_B,Normal,316,1,0,4
node_04_C,node_02_C,Normal,9108,1,0,4
node_08_A,node_15_A,Normal,222,1,0,1
node_10_A,node_14_B,Normal,1588,1,0,2
node_01_C,node_22_B,Normal,768,1,0,4
node_17_C,node_25_B,Normal,21,1,1,4
node_08_A,node_24_C,Normal,1,1,1,2
node_03_C,node_08_C,Normal,110,1,0,4
node_15_A,node_27_A,Normal,1335,1,0,1
node_04_C,node_23_C,Normal,3845,1,0,4
node_06_B,node_12_C,Normal,684,1,0,4
node_09_A,node_03_C,Normal,868,1,0,2
node_27_A,node_04_C,Normal,7150,1,0,2
node_17_C,node_13_A,Normal,232,1,0,3
node_02_A,node_27_A,Normal,3162,1,0,1
node_15_B,node_27_A,Normal,2239,1,0,3
node_10_A,node_04_C,Normal,459,1,0,2
node_21_B,node_02_C,Normal,453,1,0,4
node_01_C,node_24_C,Normal,2,1,1,4
node_09_B,node_16_A,Normal,1260,1,0,3
node_12_C,node_24_B,Normal,1,1,1,4
node_26_A,node_19_A,Normal,32,1,1,1
node_02_B,node_24_B,Normal,3,1,1,4
node_25_A,node_10_B,Normal,17,1,1,2
node_01_C,node_27_A,Normal,8800,1,0,3
node_14_A,node_24_A,Normal,4,1,1,1
node_14_A,node_20_B,Normal,3785,1,0,2
node_26_B,node_27_B,Normal,1063,1,0,4
node_20_B,node_25_C,Normal,199,1,1,4
node_22_C,node_09_B,Normal,274,1,0,4
node_16_A,node_23_C,Normal,759,1,0,2
node_15_C,node_08_C,Normal,905,1,0,4
node_27_B,node_11_B,Normal,7509,1,0,4
node_19_B,node_23_C,Normal,21,1,0,4
node_15_B,node_23_A,Normal,772,1,0,3
node_06_B,node_26_C,Normal,416,1,0,4
node_26_B,node_08_B,Normal,339,1,0,4
node_14_C,node_23_C,Normal,3327,1,0,4
node_19_A,node_11_C,Normal,62,1,0,2
node_02_A,node_23_A,Normal,1353,1,0,1
node_21_B,node_01_B,Normal,100,1,0,4
node_06_A,node_17_C,Normal,67,1,0,2
node_25_B,node_19_B,Normal,13,1,1,4
node_09_B,node_08_B,Normal,6694,1,0,4
node_11_A,node_23_B,Normal,1311,1,0,2
node_04_C,node_08_B,Normal,6991,1,0,4
node_09_C,node_19_A,Normal,58,1,1,3
node_13_A,node_20_A,Normal,395,1,0,1
node_01_B,node_23_C,Normal,3142,1,0,4
node_26_C,node_01_B,Normal,346,1,0,4
node_14_A,node_13_B,Normal,536,1,0,2
node_20_A,node_21_B,Normal,291,1,0,2
node_03_A,node_23_C,Normal,142,1,0,2
node_18_A,node_19_B,Normal,7,1,1,2
node_19_A,node_08_C,Normal,50,1,0,2
node_02_B,node_16_B,Normal,1623,1,0,4
node_04_A,node_27_C,Normal,26253,1,0,2
node_06_A,node_19_C,Normal,9,1,1,2
node_09_A,node_12_A,Normal,1442,1,0,1
node_27_A,node_09_B,Normal,6979,1,0,2
node_11_A,node_23_C,Normal,3272,1,0,2
node_26_B,node_20_B,Normal,208,1,0,4
node_03_A,node_14_C,Normal,180,1,0,2
node_07_B,node_27_B,Normal,624,1,0,4
node_18_B,node_23_A,Normal,240,1,0,3
node_02_A,node_11_B,Normal,504,1,0,2
node_18_A,node_25_A,Normal,16,1,0,1
node_15_B,node_04_B,Normal,9439,1,0,4
node_10_C,node_13_A,Normal,119,1,0,3
node_06_C,node_09_B,Normal,88,1,0,4
node_27_A,node_05_C,Normal,1567,1,0,2
node_19_A,node_03_C,Normal,444,1,0,2
node_01_C,node_11_B,Normal,1207,1,0,4
node_09_A,node_01_C,Normal,1491,1,0,2
node_27_C,node_20_C,Normal,10878,1,0,4
node_11_A,node_20_A,Normal,2139,1,0,1
node_23_C,node_01_A,Normal,430,1,0,3
node_03_A,node_15_A,Normal,36,1,0,1
node_06_A,node_12_B,Normal,470,1,0,2
node_20_A,node_08_C,Normal,1445,1,0,2
node_10_A,node_07_B,Normal,479,1,0,2
node_22_A,node_07_B,Normal,292,1,0,2
node_18_C,node_02_A,Normal,25,1,0,3
node_26_B,node_06_B,Normal,195,1,0,4
node_23_A,node_17_B,Normal,713,1,0,2
node_19_C,node_02_A,Normal,6,1,0,3
node_08_A,node_27_C,Normal,5072,1,0,2
node_11_A,node_24_B,Normal,27,1,1,2
node_12_B,node_19_A,Normal,34,1,1,3
node_09_A,node_06_A,Normal,679,1,0,1
node_19_B,node_02_B,Normal,27,1,0,4
node_10_B,node_13_A,Normal,200,1,0,3
node_01_A,node_18_B,Normal,114,1,0,2
node_20_C,node_11_A,Normal,2531,1,0,3
node_14_A,node_11_B,Normal,1420,1,0,2
node_04_A,node_20_A,Normal,5515,1,0,1
node_11_C,node_20_B,Normal,991,1,0,4
node_26_B,node_12_B,Normal,224,1,0,4
node_14_B,node_19_C,Normal,338,1,1,4
node_22_A,node_19_C,Normal,301,1,0,2
node_27_C,node_14_C,Normal,20539,1,0,4
node_21_B,node_08_A,Normal,238,1,0,3
node_20_A,node_22_C,Normal,601,1,0,2
node_16_A,node_23_A,Normal,1296,1,0,1
node_26_A,node_12_A,Normal,719,1,0,1
node_26_A,node_06_B,Normal,986,1,0,2
node_02_B,node_04_B,Normal,30842,1,0,4
node_21_A,node_16_C,Normal,101,1,0,2
node_15_A,node_08_B,Normal,1284,1,0,2
node_18_A,node_19_C,Normal,4,1,1,2
node_27_C,node_23_C,Normal,19447,1,0,4
node_12_C,node_04_B,Normal,12909,1,0,4
node_17_C,node_14_C,Normal,228,1,0,4
node_13_B,node_27_A,Normal,535,1,0,3
node_13_C,node_20_C,Normal,233,1,0,4
node_19_B,node_20_B,Normal,25,1,0,4
node_09_A,node_22_A,Normal,3768,1,0,1
node_06_A,node_14_B,Normal,1419,1,0,2
node_12_A,node_20_C,Normal,1957,1,0,2
node_19_A,node_12_C,Normal,44,1,0,2
node_26_B,node_27_A,Normal,477,1,0,3
node_14_A,node_27_C,Normal,10276,1,0,2
node_17_B,node_26_A,Normal,74,1,0,3
node_02_B,node_09_B,Normal,2759,1,0,4
node_24_C,node_23_A,Normal,3,1,0,3
node_18_B,node_27_B,Normal,190,1,0,4
node_11_A,node_09_A,Normal,4317,1,0,1
node_12_C,node_14_C,Normal,597,1,0,4
node_08_A,node_23_C,Normal,2327,1,0,2
node_26_B,node_19_B,Normal,3,1,1,4
node_18_A,node_12_A,Normal,95,1,0,1
node_02_B,node_04_A,Normal,9336,1,0,3
node_08_C,node_01_B,Normal,687,1,0,4
node_17_B,node_27_A,Normal,715,1,0,3
node_05_C,node_11_C,Normal,345,1,0,4
node_12_A,node_09_C,Normal,2435,1,0,2
node_27_B,node_09_A,Normal,8729,1,0,3
node_22_B,node_14_B,Normal,1619,1,0,4
node_09_C,node_05_B,Normal,1561,1,0,4
node_02_C,node_26_A,Normal,4512,1,0,3
node_10_B,node_15_C,Normal,51,1,1,4
node_17_B,node_19_B,Normal,6,1,1,4
node_22_A,node_04_C,Normal,1416,1,0,2
node_23_A,node_19_A,Normal,2003,1,0,1
