origin,destination,fast_product_quantity,normal_product_quantity
node_04_A,node_05_C,423,5085
node_04_A,node_06_B,620,9896
node_04_A,node_06_C,138,2439
node_04_A,node_06_A,500,5011
node_04_A,node_07_B,528,3690
node_04_A,node_07_C,920,6694
node_04_A,node_08_B,2087,25782
node_04_A,node_08_C,361,5244
node_04_A,node_08_A,656,5963
node_04_A,node_09_B,1027,16088
node_04_A,node_09_C,679,11148
node_04_A,node_09_A,833,9101
node_04_A,node_10_B,355,3991
node_04_A,node_10_C,213,2151
node_04_A,node_10_A,437,3044
node_04_A,node_11_B,591,7236
node_04_A,node_11_C,761,9034
node_04_A,node_11_A,1341,11324
node_04_A,node_12_B,1306,14451
node_04_A,node_12_C,869,10350
node_04_A,node_12_A,1108,8900
node_04_A,node_13_B,256,3458
node_04_A,node_13_C,111,1679
node_04_A,node_13_A,388,4379
node_04_A,node_14_B,5462,34288
node_04_A,node_14_C,1282,10702
node_04_A,node_14_A,1189,7369
node_04_A,node_15_B,1100,6678
node_04_A,node_15_C,1319,5740
node_04_A,node_15_A,606,2313
node_04_A,node_16_B,1071,7556
node_04_A,node_16_C,396,3926
node_04_A,node_16_A,814,6059
node_04_A,node_17_B,602,4771
node_04_A,node_17_C,583,5068
node_04_A,node_17_A,280,2181
node_04_A,node_18_B,77,913
node_04_A,node_18_C,57,574
node_04_A,node_18_A,236,2399
node_04_A,node_19_B,81,584
node_04_A,node_19_C,46,335
node_04_A,node_19_A,309,1478
node_04_A,node_20_B,2729,16708
node_04_A,node_20_C,1293,12562
node_04_A,node_20_A,578,5515
node_04_A,node_21_B,484,3139
node_04_A,node_21_C,533,4335
node_04_A,node_21_A,385,2162
node_04_A,node_22_B,291,4626
node_04_A,node_22_C,362,5373
node_04_A,node_22_A,1270,14816
node_04_A,node_23_B,416,4851
node_04_A,node_23_C,955,12847
node_04_A,node_23_A,2478,20008
node_04_A,node_24_B,34,134
node_04_A,node_24_C,29,69
node_04_A,node_24_A,140,158
node_04_A,node_25_B,1213,2690
node_04_A,node_25_C,617,1268
node_04_A,node_25_A,876,1598
node_04_A,node_26_B,252,3164
node_04_A,node_26_C,572,8397
node_04_A,node_26_A,662,6496
node_04_A,node_27_B,3815,31312
node_04_A,node_27_C,2702,26253
node_04_A,node_27_A,2650,15165
node_05_B,node_01_B,170,1321
node_05_B,node_01_C,139,1095
node_05_B,node_01_A,153,902
node_05_B,node_02_B,241,1471
node_05_B,node_02_C,267,3523
node_05_B,node_02_A,190,1014
node_05_B,node_03_B,40,154
node_05_B,node_03_C,33,123
node_05_B,node_03_A,42,187
node_05_B,node_04_B,2849,32577
node_05_B,node_04_C,580,5228
node_05_B,node_04_A,836,10141
node_05_B,node_06_B,162,898
node_05_B,node_06_C,49,212
node_05_B,node_06_A,117,735
node_05_B,node_07_B,59,440
node_05_B,node_07_C,158,828
node_05_B,node_08_B,299,2751
node_05_B,node_08_C,64,653
node_05_B,node_08_A,96,635
node_05_B,node_09_B,191,1606
node_05_B,node_09_C,123,1250
node_05_B,node_09_A,144,971
node_05_B,node_10_B,49,135
node_05_B,node_10_C,28,105
node_05_B,node_10_A,46,199
node_05_B,node_11_B,97,909
node_05_B,node_11_C,123,1322
node_05_B,node_11_A,224,1528
node_05_B,node_12_B,247,1561
node_05_B,node_12_C,243,1407
node_05_B,node_12_A,253,1201
node_05_B,node_13_B,56,157
node_05_B,node_13_C,18,76
node_05_B,node_13_A,57,171
node_05_B,node_14_B,935,6470
node_05_B,node_14_C,219,1482
node_05_B,node_14_A,243,1363
node_05_B,node_15_B,178,985
node_05_B,node_15_C,174,584
node_05_B,node_15_A,120,328
node_05_B,node_16_B,125,554
node_05_B,node_16_C,55,235
node_05_B,node_16_A,102,367
node_05_B,node_17_B,51,124
node_05_B,node_17_C,54,160
node_05_B,node_17_A,30,71
node_05_B,node_18_B,8,40
node_05_B,node_18_C,6,34
node_05_B,node_18_A,16,107
node_05_B,node_19_B,4,15
node_05_B,node_19_C,0,13
node_05_B,node_19_A,28,46
node_05_B,node_20_B,402,2085
node_05_B,node_20_C,274,1545
node_05_B,node_20_A,98,931
node_05_B,node_21_B,48,142
node_05_B,node_21_C,77,210
node_05_B,node_21_A,38,142
node_05_B,node_22_B,35,306
node_05_B,node_22_C,69,387
node_05_B,node_22_A,198,1054
node_05_B,node_23_B,46,460
node_05_B,node_23_C,143,1109
node_05_B,node_23_A,312,2231
node_05_B,node_24_B,3,3
node_05_B,node_24_C,5,3
node_05_B,node_24_A,9,0
node_05_B,node_25_B,47,86
node_05_B,node_25_C,29,41
node_05_B,node_25_A,53,41
node_05_B,node_26_B,43,290
node_05_B,node_26_C,134,937
node_05_B,node_26_A,141,894
node_05_B,node_27_B,538,9137
node_05_B,node_27_C,442,7998
node_05_B,node_27_A,358,4587
node_05_C,node_01_B,19,215
node_05_C,node_01_C,7,133
node_05_C,node_01_A,17,129
node_05_C,node_02_B,44,503
node_05_C,node_02_C,41,962
node_05_C,node_02_A,45,340
node_05_C,node_03_B,4,20
node_05_C,node_03_C,4,18
node_05_C,node_03_A,8,32
node_05_C,node_04_B,579,7935
node_05_C,node_04_C,129,1204
node_05_C,node_04_A,163,2281
node_05_C,node_06_B,31,149
node_05_C,node_06_C,15,48
node_05_C,node_06_A,22,91
node_05_C,node_07_B,13,211
node_05_C,node_07_C,28,221
node_05_C,node_08_B,50,391
node_05_C,node_08_C,11,116
node_05_C,node_08_A,17,109
node_05_C,node_09_B,23,197
node_05_C,node_09_C,15,204
node_05_C,node_09_A,21,135
node_05_C,node_10_B,10,29
node_05_C,node_10_C,8,12
node_05_C,node_10_A,11,32
node_05_C,node_11_B,15,153
node_05_C,node_11_C,24,345
node_05_C,node_11_A,32,239
node_05_C,node_12_B,31,318
node_05_C,node_12_C,30,224
node_05_C,node_12_A,35,247
node_05_C,node_13_B,13,33
node_05_C,node_13_C,4,5
node_05_C,node_13_A,15,31
node_05_C,node_14_B,129,986
node_05_C,node_14_C,23,192
node_05_C,node_14_A,28,105
node_05_C,node_15_B,32,206
node_05_C,node_15_C,24,76
node_05_C,node_15_A,18,47
node_05_C,node_16_B,19,100
node_05_C,node_16_C,9,32
node_05_C,node_16_A,15,53
node_05_C,node_17_B,6,28
node_05_C,node_17_C,8,30
node_05_C,node_17_A,3,13
node_05_C,node_18_B,0,3
node_05_C,node_18_C,0,4
node_05_C,node_18_A,4,11
node_05_C,node_19_B,0,1
node_05_C,node_19_C,0,0
node_05_C,node_19_A,6,7
node_05_C,node_20_B,47,268
node_05_C,node_20_C,31,215
node_05_C,node_20_A,12,72
node_05_C,node_21_B,2,14
node_05_C,node_21_C,8,21
node_05_C,node_21_A,7,15
node_05_C,node_22_B,6,31
node_05_C,node_22_C,8,37
node_05_C,node_22_A,22,104
node_05_C,node_23_B,10,51
node_05_C,node_23_C,33,124
node_05_C,node_23_A,59,251
node_05_C,node_24_C,0,0
node_05_C,node_24_A,2,0
node_05_C,node_25_B,6,7
node_05_C,node_25_C,9,1
node_05_C,node_25_A,10,2
node_05_C,node_26_B,10,77
node_05_C,node_26_C,33,188
node_05_C,node_26_A,33,213
node_05_C,node_27_B,79,2276
node_05_C,node_27_C,55,1817
node_05_C,node_27_A,62,881
node_06_B,node_01_B,28,383
node_06_B,node_01_C,22,386
node_06_B,node_01_A,18,252
node_06_B,node_02_B,57,598
node_06_B,node_02_C,62,1157
node_06_B,node_02_A,35,333
node_06_B,node_03_B,6,107
node_06_B,node_03_C,12,81
node_06_B,node_03_A,13,143
node_06_B,node_04_B,474,6067
node_06_B,node_04_C,66,877
node_06_B,node_04_A,124,2917
node_06_B,node_05_B,62,620
node_06_B,node_05_C,16,153
node_06_B,node_07_B,19,180
node_06_B,node_07_C,25,272
node_06_B,node_08_B,49,1135
node_06_B,node_08_C,11,247
node_06_B,node_08_A,22,272
node_06_B,node_09_B,38,646
node_06_B,node_09_C,22,512
node_06_B,node_09_A,31,427
node_06_B,node_10_B,6,83
node_06_B,node_10_C,6,51
node_06_B,node_10_A,11,85
node_06_B,node_11_B,19,356
node_06_B,node_11_C,29,569
node_06_B,node_11_A,38,467
node_06_B,node_12_B,42,649
node_06_B,node_12_C,66,684
node_06_B,node_12_A,69,410
node_06_B,node_13_B,5,99
node_06_B,node_13_C,3,38
node_06_B,node_13_A,9,83
node_06_B,node_14_B,214,2058
node_06_B,node_14_C,54,402
node_06_B,node_14_A,48,292
node_06_B,node_15_B,67,342
node_06_B,node_15_C,49,185
node_06_B,node_15_A,31,66
node_06_B,node_16_B,16,233
node_06_B,node_16_C,6,123
node_06_B,node_16_A,23,156
node_06_B,node_17_B,7,68
node_06_B,node_17_C,4,105
node_06_B,node_17_A,8,42
node_06_B,node_18_B,0,28
node_06_B,node_18_C,0,12
node_06_B,node_18_A,3,83
node_06_B,node_19_B,1,10
node_06_B,node_19_C,0,6
node_06_B,node_19_A,14,16
node_06_B,node_20_B,63,747
node_06_B,node_20_C,30,674
node_06_B,node_20_A,12,283
node_06_B,node_21_B,12,76
node_06_B,node_21_C,14,74
node_06_B,node_21_A,6,51
node_06_B,node_22_B,6,172
node_06_B,node_22_C,8,188
node_06_B,node_22_A,47,332
node_06_B,node_23_B,26,188
node_06_B,node_23_C,95,587
node_06_B,node_23_A,188,3546
node_06_B,node_24_B,1,0
node_06_B,node_24_C,1,0
node_06_B,node_24_A,2,1
node_06_B,node_25_B,25,45
node_06_B,node_25_C,13,11
node_06_B,node_25_A,18,18
node_06_B,node_26_B,28,197
node_06_B,node_26_C,53,416
node_06_B,node_26_A,64,335
node_06_B,node_27_B,244,3277
node_06_B,node_27_C,156,2844
node_06_B,node_27_A,116,1420
node_06_C,node_01_B,4,97
node_06_C,node_01_C,7,104
node_06_C,node_01_A,4,62
node_06_C,node_02_B,9,66
node_06_C,node_02_C,10,184
node_06_C,node_02_A,6,46
node_06_C,node_03_B,1,14
node_06_C,node_03_C,0,8
node_06_C,node_03_A,0,9
node_06_C,node_04_B,77,1190
node_06_C,node_04_C,11,129
node_06_C,node_04_A,34,650
node_06_C,node_05_B,22,74
node_06_C,node_05_C,11,34
node_06_C,node_07_B,5,10
node_06_C,node_07_C,4,17
node_06_C,node_08_B,8,265
node_06_C,node_08_C,0,66
node_06_C,node_08_A,3,50
node_06_C,node_09_B,3,88
node_06_C,node_09_C,5,98
node_06_C,node_09_A,4,90
node_06_C,node_10_B,1,16
node_06_C,node_10_C,0,6
node_06_C,node_10_A,1,17
node_06_C,node_11_B,4,64
node_06_C,node_11_C,3,104
node_06_C,node_11_A,11,86
node_06_C,node_12_B,6,117
node_06_C,node_12_C,9,100
node_06_C,node_12_A,7,48
node_06_C,node_13_B,3,7
node_06_C,node_13_C,0,3
node_06_C,node_13_A,3,5
node_06_C,node_14_B,37,409
node_06_C,node_14_C,10,59
node_06_C,node_14_A,11,35
node_06_C,node_15_B,8,80
node_06_C,node_15_C,5,26
node_06_C,node_15_A,5,12
node_06_C,node_16_B,5,29
node_06_C,node_16_C,1,13
node_06_C,node_16_A,2,21
node_06_C,node_17_B,0,14
node_06_C,node_17_C,4,15
node_06_C,node_17_A,0,10
node_06_C,node_18_B,0,3
node_06_C,node_18_C,0,2
node_06_C,node_18_A,0,4
node_06_C,node_19_B,0,3
node_06_C,node_19_C,0,3
node_06_C,node_19_A,0,11
node_06_C,node_20_B,11,112
node_06_C,node_20_C,7,116
node_06_C,node_20_A,3,28
node_06_C,node_21_B,1,21
node_06_C,node_21_C,5,10
node_06_C,node_21_A,3,3
node_06_C,node_22_B,0,12
node_06_C,node_22_C,1,15
node_06_C,node_22_A,7,43
node_06_C,node_23_B,6,27
node_06_C,node_23_C,15,77
node_06_C,node_23_A,41,774
node_06_C,node_24_B,0,0
node_06_C,node_24_A,0,0
node_06_C,node_25_B,3,7
node_06_C,node_25_C,2,0
node_06_C,node_25_A,2,0
node_06_C,node_26_B,9,43
node_06_C,node_26_C,21,116
node_06_C,node_26_A,42,121
node_06_C,node_27_B,50,850
node_06_C,node_27_C,23,620
node_06_C,node_27_A,23,350
node_06_A,node_01_B,42,264
node_06_A,node_01_C,37,256
node_06_A,node_01_A,57,191
node_06_A,node_02_B,90,460
node_06_A,node_02_C,79,814
node_06_A,node_02_A,76,293
node_06_A,node_03_B,9,79
node_06_A,node_03_C,14,69
node_06_A,node_03_A,26,133
node_06_A,node_04_B,689,4159
node_06_A,node_04_C,125,681
node_06_A,node_04_A,319,1975
node_06_A,node_05_B,114,611
node_06_A,node_05_C,34,190
node_06_A,node_07_B,41,208
node_06_A,node_07_C,58,275
node_06_A,node_08_B,106,769
node_06_A,node_08_C,30,241
node_06_A,node_08_A,150,197
node_06_A,node_09_B,106,509
node_06_A,node_09_C,39,405
node_06_A,node_09_A,72,298
node_06_A,node_10_B,12,61
node_06_A,node_10_C,8,34
node_06_A,node_10_A,22,64
node_06_A,node_11_B,33,203
node_06_A,node_11_C,29,339
node_06_A,node_11_A,117,396
node_06_A,node_12_B,56,470
node_06_A,node_12_C,58,427
node_06_A,node_12_A,145,339
node_06_A,node_13_B,12,82
node_06_A,node_13_C,5,45
node_06_A,node_13_A,24,80
node_06_A,node_14_B,502,1419
node_06_A,node_14_C,82,289
node_06_A,node_14_A,125,220
node_06_A,node_15_B,43,185
node_06_A,node_15_C,47,157
node_06_A,node_15_A,67,73
node_06_A,node_16_B,44,186
node_06_A,node_16_C,13,84
node_06_A,node_16_A,39,134
node_06_A,node_17_B,12,54
node_06_A,node_17_C,11,67
node_06_A,node_17_A,29,45
node_06_A,node_18_B,2,20
node_06_A,node_18_C,2,25
node_06_A,node_18_A,10,58
node_06_A,node_19_B,3,7
node_06_A,node_19_C,0,9
node_06_A,node_19_A,12,51
node_06_A,node_20_B,389,514
node_06_A,node_20_C,129,468
node_06_A,node_20_A,45,259
node_06_A,node_21_B,32,34
node_06_A,node_21_C,19,71
node_06_A,node_21_A,20,46
node_06_A,node_22_B,9,93
node_06_A,node_22_C,27,139
node_06_A,node_22_A,132,371
node_06_A,node_23_B,47,183
node_06_A,node_23_C,105,605
node_06_A,node_23_A,602,2826
node_06_A,node_24_B,2,0
node_06_A,node_24_C,2,0
node_06_A,node_24_A,6,0
node_06_A,node_25_B,27,27
node_06_A,node_25_C,11,11
node_06_A,node_25_A,30,3
node_06_A,node_26_B,32,220
node_06_A,node_26_C,75,456
node_06_A,node_26_A,123,470
node_06_A,node_27_B,196,1994
node_06_A,node_27_C,205,1647
node_06_A,node_27_A,142,950
node_07_B,node_01_B,25,108
node_07_B,node_01_C,27,75
node_07_B,node_01_A,31,64
node_07_B,node_02_B,37,128
node_07_B,node_02_C,46,304
node_07_B,node_02_A,27,69
node_07_B,node_03_B,6,11
node_07_B,node_03_C,2,26
node_07_B,node_03_A,8,31
node_07_B,node_04_B,353,3102
node_07_B,node_04_C,89,314
node_07_B,node_04_A,164,873
node_07_B,node_05_B,37,118
node_07_B,node_05_C,16,24
node_07_B,node_06_B,19,56
node_07_B,node_06_C,4,18
node_07_B,node_06_A,19,27
node_07_B,node_08_B,128,306
node_07_B,node_08_C,22,62
node_07_B,node_08_A,20,65
node_07_B,node_09_B,44,120
node_07_B,node_09_C,22,116
node_07_B,node_09_A,39,101
node_07_B,node_10_B,40,65
node_07_B,node_10_C,36,52
node_07_B,node_10_A,70,82
node_07_B,node_11_B,10,54
node_07_B,node_11_C,16,107
node_07_B,node_11_A,29,111
node_07_B,node_12_B,45,135
node_07_B,node_12_C,39,105
node_07_B,node_12_A,58,101
node_07_B,node_13_B,17,44
node_07_B,node_13_C,4,16
node_07_B,node_13_A,38,51
node_07_B,node_14_B,144,581
node_07_B,node_14_C,25,99
node_07_B,node_14_A,37,57
node_07_B,node_15_B,19,59
node_07_B,node_15_C,14,34
node_07_B,node_15_A,13,14
node_07_B,node_16_B,82,102
node_07_B,node_16_C,29,48
node_07_B,node_16_A,59,87
node_07_B,node_17_B,17,21
node_07_B,node_17_C,15,24
node_07_B,node_17_A,6,18
node_07_B,node_18_B,0,8
node_07_B,node_18_C,2,1
node_07_B,node_18_A,9,13
node_07_B,node_19_B,0,2
node_07_B,node_19_C,0,1
node_07_B,node_19_A,1,1
node_07_B,node_20_B,56,137
node_07_B,node_20_C,38,111
node_07_B,node_20_A,17,35
node_07_B,node_21_B,12,7
node_07_B,node_21_C,11,27
node_07_B,node_21_A,14,22
node_07_B,node_22_B,8,22
node_07_B,node_22_C,11,28
node_07_B,node_22_A,47,77
node_07_B,node_23_B,13,34
node_07_B,node_23_C,31,100
node_07_B,node_23_A,86,237
node_07_B,node_24_B,0,0
node_07_B,node_24_A,0,0
node_07_B,node_25_B,3,7
node_07_B,node_25_C,7,1
node_07_B,node_25_A,17,7
node_07_B,node_26_B,13,27
node_07_B,node_26_C,21,47
node_07_B,node_26_A,18,50
node_07_B,node_27_B,76,624
node_07_B,node_27_C,70,671
node_07_B,node_27_A,68,284
node_07_C,node_01_B,45,230
node_07_C,node_01_C,54,191
node_07_C,node_01_A,52,167
node_07_C,node_02_B,86,331
node_07_C,node_02_C,92,651
node_07_C,node_02_A,59,202
node_07_C,node_03_B,12,36
node_07_C,node_03_C,12,47
node_07_C,node_03_A,29,70
node_07_C,node_04_B,798,8553
node_07_C,node_04_C,210,953
node_07_C,node_04_A,451,2106
node_07_C,node_05_B,127,512
node_07_C,node_05_C,27,122
node_07_C,node_06_B,45,160
node_07_C,node_06_C,11,27
node_07_C,node_06_A,57,118
node_07_C,node_08_B,192,659
node_07_C,node_08_C,34,171
node_07_C,node_08_A,57,122
node_07_C,node_09_B,97,439
node_07_C,node_09_C,83,308
node_07_C,node_09_A,85,419
node_07_C,node_10_B,35,60
node_07_C,node_10_C,29,51
node_07_C,node_10_A,49,111
node_07_C,node_11_B,45,219
node_07_C,node_11_C,54,309
node_07_C,node_11_A,91,331
node_07_C,node_12_B,76,379
node_07_C,node_12_C,67,305
node_07_C,node_12_A,103,266
node_07_C,node_13_B,37,49
node_07_C,node_13_C,8,26
node_07_C,node_13_A,50,117
node_07_C,node_14_B,277,1606
node_07_C,node_14_C,69,263
node_07_C,node_14_A,94,208
node_07_C,node_15_B,64,153
node_07_C,node_15_C,61,99
node_07_C,node_15_A,36,56
node_07_C,node_16_B,79,203
node_07_C,node_16_C,37,85
node_07_C,node_16_A,74,123
node_07_C,node_17_B,31,58
node_07_C,node_17_C,24,73
node_07_C,node_17_A,33,51
node_07_C,node_18_B,5,14
node_07_C,node_18_C,4,8
node_07_C,node_18_A,16,33
node_07_C,node_19_B,0,1
node_07_C,node_19_C,0,2
node_07_C,node_19_A,13,9
node_07_C,node_20_B,160,342
node_07_C,node_20_C,109,304
node_07_C,node_20_A,49,120
node_07_C,node_21_B,34,24
node_07_C,node_21_C,36,56
node_07_C,node_21_A,55,43
node_07_C,node_22_B,15,55
node_07_C,node_22_C,20,75
node_07_C,node_22_A,110,282
node_07_C,node_23_B,30,110
node_07_C,node_23_C,71,236
node_07_C,node_23_A,176,624
node_07_C,node_24_B,0,0
node_07_C,node_24_C,1,0
node_07_C,node_24_A,1,3
node_07_C,node_25_B,21,20
node_07_C,node_25_C,13,7
node_07_C,node_25_A,28,14
node_07_C,node_26_B,21,58
node_07_C,node_26_C,25,150
node_07_C,node_26_A,43,160
node_07_C,node_27_B,135,1954
node_07_C,node_27_C,162,1804
node_07_C,node_27_A,144,890
node_08_B,node_01_B,411,3351
node_08_B,node_01_C,373,3710
node_08_B,node_01_A,329,2339
node_08_B,node_02_B,512,4371
node_08_B,node_02_C,542,8509
node_08_B,node_02_A,321,3115
node_08_B,node_03_B,127,1935
node_08_B,node_03_C,196,2007
node_08_B,node_03_A,191,1511
node_08_B,node_04_B,2686,33142
node_08_B,node_04_C,458,6069
node_08_B,node_04_A,885,13580
node_08_B,node_05_B,435,5312
node_08_B,node_05_C,100,1664
node_08_B,node_06_B,170,4809
node_08_B,node_06_C,43,1062
node_08_B,node_06_A,137,1750
node_08_B,node_07_B,193,1311
node_08_B,node_07_C,249,1924
node_08_B,node_09_B,612,8704
node_08_B,node_09_C,433,6165
node_08_B,node_09_A,477,4832
node_08_B,node_10_B,400,2808
node_08_B,node_10_C,196,1519
node_08_B,node_10_A,317,2222
node_08_B,node_11_B,226,2191
node_08_B,node_11_C,255,2844
node_08_B,node_11_A,458,3684
node_08_B,node_12_B,267,4072
node_08_B,node_12_C,204,2985
node_08_B,node_12_A,333,2452
node_08_B,node_13_B,178,2088
node_08_B,node_13_C,98,1252
node_08_B,node_13_A,264,2823
node_08_B,node_14_B,2807,17628
node_08_B,node_14_C,835,4747
node_08_B,node_14_A,523,2784
node_08_B,node_15_B,360,2052
node_08_B,node_15_C,384,1333
node_08_B,node_15_A,253,499
node_08_B,node_16_B,641,5697
node_08_B,node_16_C,362,3217
node_08_B,node_16_A,607,4422
node_08_B,node_17_B,475,2853
node_08_B,node_17_C,464,3549
node_08_B,node_17_A,200,1244
node_08_B,node_18_B,46,557
node_08_B,node_18_C,33,337
node_08_B,node_18_A,128,1183
node_08_B,node_19_B,42,141
node_08_B,node_19_C,14,90
node_08_B,node_19_A,168,357
node_08_B,node_20_B,2021,10445
node_08_B,node_20_C,1201,9104
node_08_B,node_20_A,446,4144
node_08_B,node_21_B,689,1367
node_08_B,node_21_C,622,1849
node_08_B,node_21_A,425,958
node_08_B,node_22_B,188,2290
node_08_B,node_22_C,169,2411
node_08_B,node_22_A,578,6159
node_08_B,node_23_B,125,2300
node_08_B,node_23_C,302,6059
node_08_B,node_23_A,744,7486
node_08_B,node_24_B,21,13
node_08_B,node_24_C,16,24
node_08_B,node_24_A,65,26
node_08_B,node_25_B,501,640
node_08_B,node_25_C,283,235
node_08_B,node_25_A,443,272
node_08_B,node_26_B,128,1464
node_08_B,node_26_C,366,3805
node_08_B,node_26_A,289,2088
node_08_B,node_27_B,1519,25922
node_08_B,node_27_C,1019,17022
node_08_B,node_27_A,976,8165
node_08_C,node_01_B,69,687
node_08_C,node_01_C,60,697
node_08_C,node_01_A,65,471
node_08_C,node_02_B,131,863
node_08_C,node_02_C,93,1745
node_08_C,node_02_A,51,598
node_08_C,node_03_B,18,532
node_08_C,node_03_C,34,562
node_08_C,node_03_A,27,331
node_08_C,node_04_B,510,6822
node_08_C,node_04_C,84,1383
node_08_C,node_04_A,177,2603
node_08_C,node_05_B,66,1270
node_08_C,node_05_C,10,375
node_08_C,node_06_B,25,1047
node_08_C,node_06_C,4,218
node_08_C,node_06_A,25,371
node_08_C,node_07_B,26,274
node_08_C,node_07_C,33,376
node_08_C,node_09_B,97,1861
node_08_C,node_09_C,79,1258
node_08_C,node_09_A,83,997
node_08_C,node_10_B,65,494
node_08_C,node_10_C,38,255
node_08_C,node_10_A,61,340
node_08_C,node_11_B,25,664
node_08_C,node_11_C,47,804
node_08_C,node_11_A,79,873
node_08_C,node_12_B,39,857
node_08_C,node_12_C,34,685
node_08_C,node_12_A,65,437
node_08_C,node_13_B,24,409
node_08_C,node_13_C,11,226
node_08_C,node_13_A,38,450
node_08_C,node_14_B,639,3720
node_08_C,node_14_C,211,1124
node_08_C,node_14_A,87,573
node_08_C,node_15_B,86,372
node_08_C,node_15_C,82,288
node_08_C,node_15_A,49,83
node_08_C,node_16_B,74,828
node_08_C,node_16_C,49,500
node_08_C,node_16_A,99,611
node_08_C,node_17_B,77,600
node_08_C,node_17_C,64,612
node_08_C,node_17_A,32,175
node_08_C,node_18_B,7,122
node_08_C,node_18_C,5,86
node_08_C,node_18_A,24,251
node_08_C,node_19_B,6,52
node_08_C,node_19_C,2,43
node_08_C,node_19_A,29,86
node_08_C,node_20_B,365,2049
node_08_C,node_20_C,199,1701
node_08_C,node_20_A,74,752
node_08_C,node_21_B,134,217
node_08_C,node_21_C,104,309
node_08_C,node_21_A,84,154
node_08_C,node_22_B,23,455
node_08_C,node_22_C,25,606
node_08_C,node_22_A,95,1224
node_08_C,node_23_B,18,467
node_08_C,node_23_C,44,1357
node_08_C,node_23_A,136,1526
node_08_C,node_24_B,8,7
node_08_C,node_24_C,6,4
node_08_C,node_24_A,32,16
node_08_C,node_25_B,164,138
node_08_C,node_25_C,109,71
node_08_C,node_25_A,141,40
node_08_C,node_26_B,14,229
node_08_C,node_26_C,33,611
node_08_C,node_26_A,33,346
node_08_C,node_27_B,324,4681
node_08_C,node_27_C,308,3302
node_08_C,node_27_A,193,1493
node_08_A,node_01_B,95,1177
node_08_A,node_01_C,103,1464
node_08_A,node_01_A,86,924
node_08_A,node_02_B,202,1786
node_08_A,node_02_C,260,3481
node_08_A,node_02_A,145,1215
node_08_A,node_03_B,37,1389
node_08_A,node_03_C,65,1193
node_08_A,node_03_A,51,836
node_08_A,node_04_B,1094,10850
node_08_A,node_04_C,190,2293
node_08_A,node_04_A,312,3801
node_08_A,node_05_B,143,2213
node_08_A,node_05_C,36,675
node_08_A,node_06_B,78,1702
node_08_A,node_06_C,17,387
node_08_A,node_06_A,58,634
node_08_A,node_07_B,58,670
node_08_A,node_07_C,84,762
node_08_A,node_09_B,183,4451
node_08_A,node_09_C,135,3096
node_08_A,node_09_A,140,2141
node_08_A,node_10_B,79,1736
node_08_A,node_10_C,50,899
node_08_A,node_10_A,87,639
node_08_A,node_11_B,63,1169
node_08_A,node_11_C,70,1280
node_08_A,node_11_A,138,1390
node_08_A,node_12_B,84,1716
node_08_A,node_12_C,78,1360
node_08_A,node_12_A,123,871
node_08_A,node_13_B,43,1238
node_08_A,node_13_C,17,755
node_08_A,node_13_A,65,1190
node_08_A,node_14_B,904,6114
node_08_A,node_14_C,258,2005
node_08_A,node_14_A,183,1179
node_08_A,node_15_B,123,726
node_08_A,node_15_C,120,680
node_08_A,node_15_A,96,222
node_08_A,node_16_B,134,2987
node_08_A,node_16_C,74,1720
node_08_A,node_16_A,122,1930
node_08_A,node_17_B,127,2674
node_08_A,node_17_C,118,1972
node_08_A,node_17_A,60,1110
node_08_A,node_18_B,33,356
node_08_A,node_18_C,24,211
node_08_A,node_18_A,74,700
node_08_A,node_19_B,7,79
node_08_A,node_19_C,2,33
node_08_A,node_19_A,42,201
node_08_A,node_20_B,639,3570
node_08_A,node_20_C,355,3284
node_08_A,node_20_A,146,1295
node_08_A,node_21_B,293,1720
node_08_A,node_21_C,266,1296
node_08_A,node_21_A,211,839
node_08_A,node_22_B,67,1326
node_08_A,node_22_C,54,1027
node_08_A,node_22_A,217,2293
node_08_A,node_23_B,34,848
node_08_A,node_23_C,108,2327
node_08_A,node_23_A,293,2378
node_08_A,node_24_B,8,2
node_08_A,node_24_C,6,1
node_08_A,node_24_A,34,1
node_08_A,node_25_B,141,112
node_08_A,node_25_C,93,35
node_08_A,node_25_A,120,43
node_08_A,node_26_B,36,476
node_08_A,node_26_C,83,1424
node_08_A,node_26_A,71,701
node_08_A,node_27_B,620,7527
node_08_A,node_27_C,328,5072
node_08_A,node_27_A,336,2776
node_09_B,node_01_B,160,1712
node_09_B,node_01_C,193,1873
node_09_B,node_01_A,147,1262
node_09_B,node_02_B,159,2247
node_09_B,node_02_C,184,3911
node_09_B,node_02_A,111,1511
node_09_B,node_03_B,49,603
node_09_B,node_03_C,92,647
node_09_B,node_03_A,60,587
node_09_B,node_04_B,1430,24587
node_09_B,node_04_C,201,3210
node_09_B,node_04_A,419,7133
node_09_B,node_05_B,130,2430
node_09_B,node_05_C,35,661
node_09_B,node_06_B,80,1656
node_09_B,node_06_C,19,428
node_09_B,node_06_A,51,834
node_09_B,node_07_B,47,574
node_09_B,node_07_C,73,997
node_09_B,node_08_B,523,6694
node_09_B,node_08_C,59,1628
node_09_B,node_08_A,217,1176
node_09_B,node_10_B,59,781
node_09_B,node_10_C,32,448
node_09_B,node_10_A,56,620
node_09_B,node_11_B,147,2215
node_09_B,node_11_C,130,2342
node_09_B,node_11_A,236,3206
