origin,des,type,size,flow,extra,dis
node_26_C,node_12_B,Fast,41,1,1,4
node_23_B,node_19_B,Fast,3,1,1,4
node_18_B,node_22_A,Fast,44,1,0,3
node_16_A,node_20_C,Fast,296,1,0,2
node_13_B,node_01_B,Fast,23,1,1,4
node_14_C,node_23_B,Fast,75,1,1,4
node_02_A,node_11_A,Fast,187,1,0,1
node_27_C,node_25_B,Fast,218,1,1,4
node_15_A,node_14_C,Fast,107,1,0,2
node_02_C,node_08_A,Fast,292,1,1,3
node_25_C,node_22_B,Fast,14,1,1,4
node_06_A,node_11_A,Fast,117,1,0,1
node_10_A,node_02_B,Fast,227,1,0,2
node_23_A,node_15_C,Fast,230,1,1,2
node_17_A,node_15_B,Fast,10,1,1,2
node_08_B,node_02_B,Fast,512,1,1,4
node_06_B,node_21_B,Fast,12,1,1,4
node_16_A,node_01_A,Fast,121,1,1,1
node_03_C,node_06_B,Fast,5,1,1,4
node_15_B,node_20_C,Fast,83,1,1,4
node_01_B,node_12_A,Fast,65,1,1,3
node_23_C,node_13_A,Fast,23,1,1,3
node_15_B,node_25_A,Fast,30,1,1,3
node_12_C,node_23_C,Fast,54,1,1,4
node_11_A,node_13_B,Fast,65,1,1,2
node_24_A,node_08_C,Fast,6,1,0,2
node_03_C,node_17_C,Fast,11,1,1,4
node_10_C,node_21_C,Fast,9,1,1,4
node_08_A,node_25_B,Fast,141,1,1,2
node_08_A,node_02_C,Fast,260,1,0,2
node_10_A,node_24_A,Fast,9,1,1,1
node_27_A,node_11_B,Fast,358,1,1,2
node_24_B,node_14_B,Fast,7,1,0,4
node_08_B,node_24_C,Fast,16,1,1,4
node_13_B,node_02_C,Fast,34,1,1,4
node_15_A,node_10_B,Fast,13,1,1,2
node_04_C,node_22_B,Fast,67,1,1,4
node_16_B,node_21_B,Fast,93,1,1,4
node_22_B,node_04_C,Fast,16,1,1,4
node_26_A,node_03_C,Fast,25,1,1,2
node_25_A,node_05_B,Fast,41,1,1,2
node_15_B,node_01_B,Fast,75,1,1,4
node_20_C,node_13_A,Fast,126,1,1,3
node_26_A,node_15_B,Fast,83,1,1,2
node_23_B,node_18_A,Fast,12,1,1,3
node_14_C,node_20_A,Fast,142,1,1,3
node_09_B,node_01_A,Fast,147,1,1,3
node_09_C,node_02_B,Fast,136,1,1,4
node_13_A,node_12_B,Fast,29,1,1,2
node_14_B,node_01_B,Fast,131,1,1,4
node_27_A,node_07_B,Fast,122,1,1,2
node_23_C,node_18_C,Fast,4,1,1,4
node_17_A,node_02_B,Fast,54,1,0,2
node_15_C,node_06_C,Fast,1,1,1,4
node_01_A,node_20_C,Fast,124,1,0,2
node_02_C,node_24_A,Fast,53,1,1,3
node_13_A,node_06_A,Fast,17,1,1,1
node_20_B,node_03_B,Fast,117,1,1,4
node_08_C,node_03_B,Fast,18,1,1,4
node_11_C,node_22_A,Fast,128,1,1,3
node_13_C,node_16_B,Fast,148,1,0,4
node_09_A,node_25_C,Fast,121,1,1,2
node_24_A,node_08_A,Fast,10,1,0,1
node_14_A,node_19_A,Fast,37,1,1,1
node_04_B,node_06_C,Fast,254,1,1,4
node_21_B,node_07_C,Fast,12,1,1,4
node_09_A,node_14_A,Fast,154,1,1,1
node_03_B,node_21_C,Fast,16,1,1,4
node_11_A,node_18_A,Fast,56,1,1,1
node_17_B,node_23_B,Fast,7,1,1,4
node_17_C,node_22_C,Fast,14,1,1,4
node_02_A,node_08_B,Fast,243,1,0,2
node_25_C,node_26_B,Fast,1,1,1,4
node_23_B,node_03_B,Fast,13,1,1,4
node_15_B,node_21_C,Fast,28,1,1,4
node_15_B,node_18_C,Fast,2,1,1,4
node_23_C,node_25_C,Fast,39,1,1,4
node_12_B,node_17_C,Fast,16,1,1,4
node_18_A,node_10_C,Fast,4,1,1,2
node_08_A,node_13_C,Fast,17,1,1,2
node_17_C,node_11_A,Fast,45,1,1,3
node_25_A,node_27_B,Fast,273,1,0,2
node_27_B,node_03_C,Fast,435,1,1,4
node_25_C,node_11_B,Fast,9,1,1,4
node_25_C,node_10_B,Fast,6,1,1,4
node_09_A,node_27_C,Fast,288,1,0,2
node_15_A,node_04_B,Fast,1052,1,0,2
node_03_C,node_16_A,Fast,11,1,1,3
node_09_B,node_02_B,Fast,159,1,1,4
node_09_B,node_13_C,Fast,21,1,1,4
node_20_A,node_27_B,Fast,287,1,0,2
node_23_C,node_16_B,Fast,55,1,1,4
node_16_A,node_24_B,Fast,7,1,1,2
node_02_A,node_01_C,Fast,124,1,0,2
node_18_A,node_11_C,Fast,8,1,1,2
node_04_C,node_21_C,Fast,109,1,1,4
node_21_A,node_17_B,Fast,44,1,1,2
node_05_C,node_03_C,Fast,4,1,1,4
node_26_A,node_12_B,Fast,93,1,1,2
node_11_A,node_01_A,Fast,423,1,1,1
node_27_A,node_15_A,Fast,428,1,1,1
node_09_B,node_21_A,Fast,113,1,1,3
node_10_B,node_26_C,Fast,26,1,1,4
node_22_B,node_11_A,Fast,20,1,1,3
node_21_B,node_25_C,Fast,12,1,1,4
node_22_B,node_08_C,Fast,7,1,1,4
node_20_C,node_01_B,Fast,296,1,1,4
node_22_A,node_04_A,Fast,397,1,0,1
node_06_C,node_09_C,Fast,5,1,1,4
node_15_A,node_16_C,Fast,16,1,1,2
node_21_A,node_16_B,Fast,40,1,1,2
node_18_C,node_08_C,Fast,1,1,1,4
node_17_C,node_21_C,Fast,46,1,1,4
node_09_C,node_15_C,Fast,145,1,1,4
node_25_C,node_23_A,Fast,83,1,0,3
node_18_B,node_21_C,Fast,8,1,1,4
node_22_A,node_20_A,Fast,117,1,1,1
node_17_A,node_15_C,Fast,9,1,1,2
node_20_C,node_02_A,Fast,356,1,1,3
node_12_A,node_17_C,Fast,49,1,1,2
node_26_B,node_19_A,Fast,4,1,1,3
node_20_A,node_21_A,Fast,65,1,1,1
node_25_C,node_10_C,Fast,4,1,1,4
node_22_A,node_11_C,Fast,97,1,1,2
node_01_B,node_12_C,Fast,41,1,1,4
node_24_B,node_03_C,Fast,5,1,0,4
node_02_A,node_07_C,Fast,62,1,1,2
node_26_A,node_13_B,Fast,22,1,1,2
node_08_C,node_17_A,Fast,32,1,1,3
node_27_C,node_16_B,Fast,683,1,1,4
node_10_C,node_06_B,Fast,7,1,1,4
node_22_C,node_15_C,Fast,22,1,1,4
node_23_A,node_19_B,Fast,24,1,1,2
node_01_A,node_07_C,Fast,25,1,1,2
node_01_A,node_22_B,Fast,19,1,1,2
node_04_A,node_06_A,Fast,500,1,1,1
node_08_C,node_10_C,Fast,38,1,1,4
node_10_C,node_26_C,Fast,9,1,1,4
node_22_B,node_08_A,Fast,23,1,1,3
node_08_C,node_25_A,Fast,141,1,1,3
node_13_A,node_10_B,Fast,302,1,0,2
node_09_B,node_14_B,Fast,1391,1,0,4
node_27_A,node_06_B,Fast,265,1,1,2
node_03_A,node_26_B,Fast,6,1,1,2
node_21_C,node_13_C,Fast,3,1,1,4
node_07_C,node_23_B,Fast,30,1,1,4
node_22_B,node_13_C,Fast,1,1,1,4
node_12_B,node_01_A,Fast,44,1,1,3
node_22_A,node_13_C,Fast,18,1,1,2
node_19_A,node_09_C,Fast,15,1,1,2
node_14_B,node_11_B,Fast,547,1,1,4
node_21_B,node_02_A,Fast,17,1,1,3
node_08_C,node_13_A,Fast,38,1,1,3
node_01_A,node_15_B,Fast,143,1,0,2
node_18_A,node_24_A,Fast,4,1,1,1
node_17_A,node_22_A,Fast,35,1,0,1
node_04_C,node_24_C,Fast,2,1,1,4
node_10_C,node_06_C,Fast,1,1,1,4
node_17_B,node_07_B,Fast,33,1,1,4
node_01_C,node_24_B,Fast,3,1,1,4
node_22_A,node_18_C,Fast,54,1,1,2
node_26_C,node_15_C,Fast,49,1,1,4
node_22_C,node_11_A,Fast,35,1,1,3
node_26_A,node_04_B,Fast,1096,1,0,2
node_17_A,node_25_C,Fast,14,1,1,2
node_24_C,node_11_A,Fast,2,1,0,3
node_12_B,node_07_B,Fast,24,1,1,4
node_23_C,node_18_A,Fast,25,1,1,3
node_12_B,node_26_A,Fast,47,1,1,3
node_11_A,node_21_C,Fast,146,1,1,2
node_13_A,node_25_A,Fast,40,1,1,1
node_17_A,node_14_B,Fast,200,1,0,2
node_12_A,node_16_A,Fast,84,1,1,1
node_24_A,node_11_A,Fast,23,1,0,1
node_12_B,node_06_A,Fast,42,1,1,3
node_10_C,node_11_A,Fast,10,1,1,3
node_15_A,node_24_A,Fast,3,1,1,1
node_12_C,node_19_B,Fast,2,1,1,4
node_07_B,node_27_C,Fast,70,1,0,4
node_11_C,node_19_B,Fast,5,1,1,4
node_06_B,node_13_A,Fast,9,1,1,3
node_25_C,node_12_A,Fast,28,1,0,3
node_23_C,node_21_B,Fast,30,1,1,4
node_26_A,node_18_B,Fast,4,1,1,2
node_18_A,node_12_B,Fast,20,1,1,2
node_21_C,node_19_A,Fast,11,1,1,3
node_02_A,node_08_C,Fast,50,1,1,2
node_14_A,node_06_C,Fast,15,1,1,2
node_03_C,node_01_B,Fast,15,1,1,4
node_05_B,node_04_B,Fast,2849,1,0,4
node_13_C,node_03_B,Fast,5,1,1,4
node_02_B,node_16_C,Fast,230,1,1,4
node_09_B,node_04_B,Fast,1430,1,0,4
node_27_B,node_26_B,Fast,214,1,1,4
node_05_C,node_21_B,Fast,2,1,1,4
node_08_C,node_13_B,Fast,24,1,1,4
node_19_B,node_01_C,Fast,2,1,1,4
node_27_A,node_16_A,Fast,349,1,1,1
node_03_C,node_13_C,Fast,1,1,1,4
node_08_B,node_14_B,Fast,2807,1,0,4
node_02_B,node_06_B,Fast,293,1,1,4
node_15_B,node_17_B,Fast,25,1,1,4
node_04_C,node_17_A,Fast,55,1,1,3
node_22_A,node_03_B,Fast,430,1,0,2
node_23_C,node_21_A,Fast,27,1,1,3
node_26_A,node_25_A,Fast,71,1,1,1
node_11_C,node_04_B,Fast,1206,1,0,4
node_10_A,node_09_B,Fast,127,1,0,2
node_27_B,node_21_B,Fast,668,1,1,4
node_24_B,node_04_C,Fast,1,1,0,4
node_25_A,node_11_C,Fast,38,1,1,2
node_24_B,node_15_B,Fast,1,1,0,4
node_06_A,node_15_B,Fast,43,1,1,2
node_19_B,node_20_A,Fast,1,1,1,3
node_14_B,node_27_A,Fast,121,1,1,3
node_01_A,node_13_B,Fast,11,1,1,2
node_16_C,node_23_B,Fast,14,1,1,4
node_24_A,node_08_B,Fast,31,1,0,2
node_16_C,node_24_A,Fast,7,1,1,3
node_21_A,node_07_C,Fast,21,1,1,2
node_04_A,node_27_B,Fast,3815,1,0,2
node_02_C,node_09_C,Fast,313,1,1,4
node_22_B,node_16_C,Fast,15,1,1,4
node_11_A,node_15_C,Fast,430,1,1,2
node_14_B,node_06_B,Fast,464,1,1,4
node_10_A,node_25_A,Fast,37,1,1,1
node_11_C,node_07_B,Fast,41,1,1,4
node_09_A,node_18_C,Fast,5,1,1,2
node_03_C,node_20_A,Fast,17,1,1,3
node_02_C,node_19_C,Fast,17,1,1,4
node_14_A,node_16_A,Fast,154,1,1,1
node_23_C,node_13_C,Fast,8,1,1,4
node_20_A,node_06_C,Fast,5,1,1,2
node_16_A,node_09_B,Fast,155,1,1,2
node_16_C,node_18_C,Fast,3,1,1,4
node_08_C,node_12_C,Fast,34,1,1,4
node_20_B,node_13_C,Fast,112,1,1,4
node_22_A,node_16_C,Fast,48,1,1,2
node_10_C,node_04_B,Fast,114,1,0,4
node_09_C,node_25_B,Fast,164,1,1,4
node_10_A,node_19_B,Fast,7,1,1,2
node_08_B,node_13_C,Fast,98,1,1,4
node_27_A,node_01_A,Fast,4,1,1,1
node_08_B,node_23_B,Fast,125,1,1,4
node_26_B,node_21_C,Fast,21,1,1,4
node_20_A,node_13_A,Fast,58,1,1,1
node_09_B,node_07_B,Fast,47,1,1,4
node_03_A,node_12_A,Fast,55,1,1,1
node_19_A,node_21_A,Fast,11,1,1,1
node_24_C,node_22_A,Fast,8,1,0,3
node_10_B,node_21_B,Fast,28,1,1,4
node_18_A,node_19_A,Fast,33,1,0,1
node_25_B,node_23_B,Fast,32,1,1,4
node_25_B,node_13_C,Fast,1,1,1,4
node_04_A,node_23_C,Fast,955,1,1,2
node_23_A,node_20_B,Fast,718,1,0,2
node_12_C,node_10_C,Fast,10,1,1,4
node_15_B,node_14_B,Fast,500,1,0,4
node_09_A,node_11_B,Fast,105,1,1,2
node_04_A,node_02_C,Fast,2086,1,0,2
node_16_A,node_27_A,Fast,446,1,0,1
node_11_A,node_25_B,Fast,206,1,1,2
node_11_A,node_02_C,Fast,495,1,0,2
node_15_B,node_25_C,Fast,11,1,1,4
node_04_A,node_20_B,Fast,2729,1,0,2
node_11_A,node_22_C,Fast,113,1,1,2
node_14_A,node_09_A,Fast,121,1,1,1
node_04_B,node_25_A,Fast,1052,1,1,3
node_22_A,node_15_A,Fast,94,1,1,1
node_16_A,node_19_B,Fast,8,1,1,2
node_11_B,node_23_C,Fast,71,1,1,4
node_21_A,node_25_B,Fast,41,1,1,2
node_01_A,node_19_A,Fast,22,1,1,1
node_20_B,node_23_C,Fast,337,1,1,4
node_10_B,node_12_A,Fast,27,1,1,3
node_01_A,node_09_B,Fast,105,1,1,2
node_19_C,node_18_A,Fast,1,1,1,3
node_13_C,node_06_A,Fast,4,1,1,3
node_06_C,node_05_C,Fast,11,1,1,4
node_01_A,node_13_A,Fast,28,1,1,1
node_02_A,node_20_B,Fast,360,1,0,2
node_09_C,node_22_C,Fast,58,1,1,4
node_04_A,node_24_C,Fast,29,1,1,2
node_22_C,node_02_A,Fast,13,1,1,3
node_01_C,node_12_C,Fast,57,1,1,4
node_02_A,node_09_B,Fast,92,1,1,2
node_17_A,node_22_C,Fast,9,1,1,2
node_08_A,node_04_A,Fast,312,1,0,1
node_01_C,node_10_B,Fast,48,1,1,4
node_14_B,node_22_B,Fast,321,1,1,4
node_16_C,node_14_B,Fast,376,1,0,4
node_03_A,node_27_A,Fast,139,1,0,1
node_09_B,node_25_A,Fast,304,1,1,3
node_09_B,node_24_C,Fast,13,1,1,4
node_18_B,node_02_B,Fast,4,1,1,4
node_24_A,node_16_C,Fast,3,1,0,2
node_17_C,node_27_B,Fast,214,1,0,4
node_13_A,node_07_C,Fast,61,1,1,2
node_04_C,node_14_A,Fast,371,1,1,3
node_27_C,node_05_B,Fast,570,1,1,4
node_02_A,node_12_C,Fast,68,1,1,2
node_10_A,node_17_B,Fast,298,1,0,2
node_23_A,node_27_B,Fast,1226,1,0,2
node_01_C,node_09_B,Fast,160,1,1,4
node_01_C,node_13_A,Fast,41,1,1,3
node_06_A,node_26_C,Fast,75,1,0,2
node_14_C,node_05_B,Fast,279,1,1,4
node_17_A,node_07_C,Fast,17,1,1,2
node_01_A,node_23_A,Fast,182,1,0,1
node_02_A,node_16_C,Fast,40,1,1,2
node_02_A,node_26_C,Fast,72,1,1,2
node_09_C,node_10_A,Fast,55,1,1,3
node_25_A,node_19_C,Fast,2,1,1,2
node_25_A,node_02_C,Fast,79,1,0,2
node_21_C,node_08_C,Fast,30,1,1,4
node_09_A,node_22_B,Fast,106,1,1,2
node_02_C,node_11_B,Fast,339,1,1,4
node_16_C,node_02_A,Fast,36,1,1,3
node_17_A,node_04_C,Fast,74,1,0,2
node_01_A,node_04_B,Fast,724,1,0,2
node_18_B,node_11_A,Fast,7,1,1,3
node_13_C,node_15_B,Fast,14,1,1,4
node_15_B,node_10_B,Fast,16,1,1,4
node_20_B,node_06_C,Fast,47,1,1,4
node_03_A,node_26_A,Fast,42,1,1,1
node_16_B,node_05_C,Fast,26,1,1,4
node_17_B,node_05_B,Fast,27,1,1,4
node_09_C,node_07_B,Fast,51,1,1,4
node_10_C,node_20_B,Fast,92,1,0,4
node_14_A,node_10_C,Fast,22,1,1,2
node_17_C,node_03_A,Fast,34,1,1,3
node_19_A,node_18_B,Fast,4,1,1,2
node_13_A,node_04_C,Fast,88,1,1,2
node_23_B,node_22_C,Fast,24,1,1,4
node_19_A,node_26_B,Fast,2,1,1,2
node_22_C,node_10_C,Fast,8,1,1,4
node_08_C,node_20_A,Fast,74,1,1,3
node_24_A,node_27_C,Fast,47,1,0,2
node_14_C,node_19_A,Fast,63,1,1,3
node_14_C,node_10_A,Fast,83,1,1,3
node_14_A,node_01_B,Fast,11,1,1,2
node_01_B,node_08_A,Fast,73,1,1,3
node_01_A,node_09_C,Fast,84,1,1,2
node_18_C,node_09_B,Fast,5,1,1,4
node_21_C,node_06_C,Fast,3,1,1,4
node_22_A,node_17_A,Fast,62,1,1,1
node_02_B,node_25_C,Fast,121,1,1,4
node_14_C,node_11_B,Fast,144,1,1,4
node_12_B,node_26_B,Fast,21,1,1,4
node_02_C,node_10_C,Fast,166,1,1,4
node_02_C,node_12_A,Fast,305,1,1,3
node_17_B,node_25_C,Fast,17,1,1,4
node_23_B,node_13_C,Fast,7,1,1,4
node_20_C,node_10_C,Fast,84,1,1,4
node_16_B,node_04_C,Fast,164,1,1,4
node_23_A,node_01_C,Fast,233,1,1,2
node_16_C,node_04_A,Fast,197,1,0,3
node_21_B,node_06_A,Fast,5,1,1,3
node_18_B,node_15_C,Fast,3,1,1,4
node_17_C,node_15_B,Fast,21,1,1,4
node_16_A,node_27_B,Fast,482,1,0,2
node_13_B,node_18_B,Fast,1,1,1,4
node_26_B,node_17_B,Fast,19,1,1,4
node_09_C,node_19_C,Fast,3,1,1,4
node_12_A,node_08_C,Fast,37,1,1,2
node_04_B,node_13_C,Fast,270,1,1,4
node_04_B,node_23_B,Fast,960,1,1,4
node_26_C,node_15_A,Fast,33,1,1,3
node_09_B,node_06_C,Fast,19,1,1,4
node_15_C,node_25_A,Fast,54,1,1,3
node_14_B,node_15_A,Fast,713,1,1,3
node_27_A,node_12_C,Fast,317,1,1,2
node_20_B,node_02_B,Fast,552,1,1,4
node_10_C,node_08_C,Fast,11,1,1,4
node_06_C,node_01_A,Fast,4,1,1,3
node_01_B,node_03_B,Fast,21,1,1,4
node_26_C,node_03_C,Fast,18,1,1,4
node_03_B,node_11_B,Fast,10,1,1,4
node_22_C,node_06_C,Fast,2,1,1,4
node_18_A,node_01_A,Fast,12,1,1,1
node_01_B,node_26_B,Fast,10,1,1,4
node_10_A,node_18_B,Fast,18,1,1,2
node_23_A,node_12_B,Fast,293,1,1,2
node_06_B,node_24_C,Fast,1,1,1,4
node_18_B,node_08_B,Fast,24,1,0,4
node_03_C,node_26_C,Fast,10,1,1,4
node_21_A,node_19_A,Fast,8,1,1,1
node_02_C,node_03_B,Fast,179,1,1,4
node_20_B,node_24_A,Fast,34,1,1,3
node_04_A,node_21_B,Fast,484,1,1,2
node_02_C,node_19_B,Fast,37,1,1,4
node_06_B,node_26_B,Fast,28,1,1,4
node_20_B,node_16_A,Fast,541,1,1,3
node_19_C,node_21_C,Fast,1,1,1,4
node_08_A,node_02_A,Fast,145,1,1,1
node_09_A,node_04_A,Fast,341,1,0,1
node_27_A,node_15_C,Fast,596,1,1,2
node_14_A,node_23_B,Fast,41,1,1,2
node_22_B,node_25_B,Fast,25,1,1,4
node_10_B,node_16_A,Fast,205,1,0,3
node_26_C,node_16_C,Fast,22,1,1,4
node_25_A,node_14_C,Fast,104,1,0,2
node_10_A,node_15_B,Fast,51,1,1,2
node_09_A,node_21_A,Fast,150,1,1,1
node_01_B,node_19_B,Fast,4,1,1,4
node_11_B,node_05_B,Fast,81,1,1,4
node_10_A,node_03_C,Fast,47,1,1,2
node_19_A,node_25_A,Fast,19,1,1,1
node_08_A,node_01_B,Fast,95,1,1,2
node_26_C,node_07_C,Fast,27,1,1,4
node_20_B,node_15_B,Fast,291,1,1,4
node_15_C,node_24_B,Fast,1,1,1,4
node_13_C,node_06_C,Fast,2,1,1,4
node_23_C,node_14_B,Fast,606,1,0,4
node_01_A,node_17_C,Fast,25,1,1,2
node_14_A,node_22_C,Fast,37,1,1,2
node_09_C,node_12_A,Fast,109,1,1,3
node_22_B,node_27_C,Fast,22,1,1,4
node_26_A,node_24_A,Fast,23,1,1,1
node_08_B,node_16_A,Fast,607,1,1,3
node_24_C,node_12_B,Fast,6,1,0,4
node_12_B,node_02_A,Fast,50,1,1,3
node_06_A,node_21_C,Fast,19,1,1,2
node_17_A,node_12_A,Fast,52,1,0,1
node_06_A,node_17_A,Fast,29,1,1,1
node_12_A,node_22_A,Fast,176,1,1,1
node_23_B,node_11_B,Fast,31,1,1,4
node_05_C,node_21_A,Fast,7,1,1,3
node_16_A,node_15_B,Fast,86,1,1,2
node_26_B,node_03_B,Fast,6,1,1,4
node_15_A,node_23_A,Fast,130,1,0,1
node_21_A,node_10_B,Fast,18,1,1,2
node_18_A,node_15_B,Fast,15,1,1,2
node_16_B,node_15_A,Fast,58,1,1,3
node_20_B,node_06_A,Fast,166,1,1,3
node_13_A,node_03_B,Fast,11,1,1,2
node_20_B,node_13_B,Fast,216,1,1,4
node_25_B,node_11_C,Fast,32,1,1,4
node_02_C,node_03_C,Fast,237,1,1,4
node_16_C,node_25_A,Fast,43,1,1,3
node_12_B,node_25_B,Fast,64,1,1,4
node_27_C,node_19_C,Fast,24,1,1,4
node_04_B,node_21_B,Fast,830,1,1,4
node_12_A,node_21_C,Fast,81,1,1,2
node_08_A,node_18_C,Fast,24,1,1,2
node_22_B,node_09_C,Fast,25,1,1,4
node_26_A,node_02_B,Fast,156,1,0,2
node_20_C,node_13_C,Fast,58,1,1,4
node_08_C,node_10_A,Fast,61,1,1,3
node_06_A,node_19_B,Fast,3,1,1,2
node_25_B,node_17_C,Fast,14,1,1,4
node_11_A,node_24_A,Fast,32,1,1,1
node_23_A,node_22_C,Fast,191,1,1,2
node_14_B,node_10_B,Fast,529,1,1,4
node_26_C,node_03_B,Fast,9,1,1,4
node_03_C,node_02_A,Fast,12,1,1,3
node_12_C,node_04_A,Fast,377,1,0,3
node_06_B,node_01_C,Fast,22,1,1,4
node_03_A,node_05_B,Fast,42,1,1,2
node_24_B,node_27_B,Fast,5,1,0,4
node_11_C,node_03_A,Fast,32,1,1,3
node_23_A,node_20_A,Fast,225,1,1,1
node_27_B,node_24_A,Fast,71,1,1,3
node_18_A,node_21_B,Fast,12,1,1,2
node_01_B,node_21_C,Fast,49,1,1,4
node_09_A,node_18_A,Fast,32,1,1,1
node_25_B,node_23_A,Fast,192,1,0,3
node_13_C,node_18_A,Fast,3,1,1,3
node_16_A,node_02_B,Fast,199,1,0,2
node_09_B,node_14_A,Fast,189,1,1,3
node_23_C,node_12_A,Fast,107,1,1,3
node_21_B,node_10_A,Fast,19,1,1,3
node_18_A,node_02_B,Fast,14,1,1,2
node_07_C,node_04_B,Fast,798,1,0,4
node_08_A,node_13_A,Fast,65,1,1,1
node_15_C,node_18_A,Fast,43,1,1,3
node_06_B,node_13_B,Fast,5,1,1,4
node_27_A,node_24_B,Fast,13,1,1,2
node_10_B,node_06_B,Fast,24,1,1,4
node_23_B,node_01_B,Fast,59,1,1,4
node_05_C,node_24_A,Fast,2,1,1,3
node_25_C,node_16_A,Fast,11,1,1,3
node_16_B,node_07_B,Fast,98,1,1,4
node_21_B,node_18_C,Fast,1,1,1,4
node_06_C,node_25_A,Fast,2,1,1,3
node_09_B,node_15_B,Fast,180,1,1,4
node_15_A,node_13_B,Fast,14,1,1,2
node_11_B,node_18_A,Fast,30,1,1,3
node_19_B,node_27_B,Fast,12,1,0,4
node_20_C,node_25_B,Fast,197,1,1,4
node_16_C,node_07_C,Fast,38,1,1,4
node_27_C,node_01_A,Fast,418,1,1,3
node_09_C,node_24_C,Fast,3,1,1,4
node_03_A,node_07_C,Fast,60,1,1,2
node_19_A,node_10_A,Fast,4,1,1,1
node_17_B,node_09_B,Fast,41,1,1,4
node_24_A,node_19_A,Fast,15,1,0,1
node_03_B,node_22_B,Fast,30,1,1,4
node_16_C,node_04_B,Fast,423,1,0,4
node_13_B,node_01_C,Fast,17,1,1,4
node_11_C,node_26_A,Fast,105,1,1,3
node_17_A,node_09_A,Fast,26,1,1,1
node_11_A,node_22_A,Fast,377,1,1,1
node_25_B,node_24_A,Fast,3,1,1,3
node_26_A,node_16_C,Fast,22,1,1,2
node_20_B,node_02_A,Fast,331,1,1,3
node_04_B,node_21_C,Fast,838,1,1,4
node_12_A,node_21_B,Fast,62,1,1,2
node_06_A,node_14_C,Fast,82,1,0,2
node_26_B,node_23_A,Fast,163,1,0,3
node_26_A,node_15_C,Fast,63,1,1,2
node_10_B,node_27_A,Fast,159,1,0,3
node_08_B,node_17_B,Fast,475,1,1,4
node_23_C,node_24_B,Fast,13,1,1,4
node_18_A,node_12_C,Fast,11,1,1,2
node_02_B,node_05_C,Fast,130,1,1,4
node_13_B,node_03_B,Fast,6,1,1,4
node_11_A,node_24_C,Fast,9,1,1,2
node_13_A,node_09_B,Fast,45,1,1,2
node_22_A,node_14_C,Fast,181,1,1,2
node_06_C,node_20_A,Fast,3,1,1,3
node_01_A,node_25_C,Fast,52,1,1,2
node_13_B,node_16_B,Fast,203,1,0,4
node_27_B,node_06_C,Fast,174,1,1,4
node_16_A,node_14_A,Fast,215,1,0,1
node_16_B,node_25_B,Fast,108,1,1,4
node_21_A,node_22_B,Fast,36,1,1,2
node_18_A,node_03_A,Fast,83,1,0,1
node_15_A,node_20_B,Fast,107,1,0,2
node_08_B,node_12_B,Fast,267,1,1,4
node_07_C,node_22_C,Fast,20,1,1,4
node_14_C,node_08_C,Fast,111,1,1,4
node_20_A,node_13_B,Fast,20,1,1,2
node_27_A,node_07_C,Fast,210,1,1,2
node_12_C,node_08_A,Fast,52,1,1,3
node_11_C,node_18_C,Fast,1,1,1,4
node_22_B,node_17_B,Fast,13,1,1,4
node_18_A,node_15_C,Fast,11,1,1,2
node_17_A,node_26_C,Fast,19,1,1,2
node_24_C,node_01_B,Fast,5,1,0,4
node_18_C,node_11_C,Fast,2,1,1,4
node_21_A,node_01_B,Fast,22,1,1,2
node_16_A,node_03_C,Fast,44,1,1,2
node_25_C,node_17_C,Fast,9,1,1,4
node_18_A,node_03_C,Fast,44,1,0,2
node_10_B,node_12_B,Fast,32,1,1,4
node_12_C,node_01_A,Fast,51,1,1,3
node_20_B,node_18_A,Fast,107,1,1,3
node_03_B,node_12_C,Fast,5,1,1,4
node_27_B,node_14_C,Fast,227,1,1,4
node_25_B,node_15_C,Fast,18,1,1,4
node_22_A,node_02_C,Fast,93,1,1,2
node_20_C,node_10_B,Fast,163,1,1,4
node_21_A,node_11_C,Fast,13,1,1,2
node_20_B,node_12_B,Fast,274,1,1,4
node_15_A,node_09_B,Fast,59,1,1,2
node_04_B,node_03_B,Fast,523,1,1,4
node_24_B,node_20_C,Fast,3,1,0,4
node_26_A,node_22_B,Fast,20,1,1,2
node_17_A,node_27_B,Fast,127,1,0,2
node_16_C,node_06_A,Fast,24,1,1,3
node_18_B,node_09_C,Fast,7,1,1,4
node_12_C,node_09_A,Fast,39,1,1,3
node_22_C,node_05_B,Fast,21,1,1,4
node_20_C,node_22_C,Fast,120,1,1,4
node_17_B,node_26_B,Fast,8,1,1,4
node_16_C,node_12_B,Fast,37,1,1,4
node_19_B,node_12_B,Fast,1,1,1,4
node_04_C,node_26_C,Fast,156,1,1,4
node_22_C,node_26_C,Fast,9,1,1,4
node_26_A,node_05_C,Fast,53,1,1,2
node_05_C,node_19_A,Fast,6,1,1,3
node_22_C,node_18_B,Fast,6,1,1,4
node_27_B,node_23_C,Fast,857,1,1,4
node_25_A,node_08_A,Fast,39,1,1,1
node_17_B,node_03_B,Fast,15,1,1,4
node_16_B,node_26_C,Fast,52,1,1,4
node_10_A,node_04_A,Fast,296,1,0,1
node_02_C,node_24_B,Fast,16,1,1,4
node_20_B,node_22_C,Fast,136,1,1,4
node_17_C,node_26_C,Fast,16,1,1,4
node_01_C,node_06_C,Fast,14,1,1,4
